"Instante lectura","Irradiación global diaria"
"2015-07-09 00:00:00.0","2973.0"
"2015-07-10 00:00:00.0","2887.0"
"2015-07-11 00:00:00.0","2978.0"
"2015-07-12 00:00:00.0","2698.0"
"2015-07-13 00:00:00.0","2907.0"
"2015-07-14 00:00:00.0","2789.0"
"2015-07-15 00:00:00.0","2437.0"
"2015-07-16 00:00:00.0","2627.0"
"2015-07-17 00:00:00.0","2489.0"
"2015-07-18 00:00:00.0","2027.0"
"2015-07-19 00:00:00.0","1776.0"
"2015-07-20 00:00:00.0","2156.0"
"2015-07-21 00:00:00.0","2231.0"
"2015-07-22 00:00:00.0","2904.0"
"2015-07-23 00:00:00.0","2844.0"
"2015-07-24 00:00:00.0","1539.0"
"2015-07-25 00:00:00.0","2895.0"
"2015-07-26 00:00:00.0","1808.0"
"2015-07-27 00:00:00.0","2486.0"
"2015-07-28 00:00:00.0","2606.0"
"2015-07-29 00:00:00.0","1763.0"
"2015-07-30 00:00:00.0","933.0"
"2015-07-31 00:00:00.0","1561.0"
"2015-08-01 00:00:00.0","2595.0"
"2015-08-02 00:00:00.0","2833.0"
"2015-08-03 00:00:00.0","1703.0"
"2015-08-04 00:00:00.0","2793.0"
"2015-08-05 00:00:00.0","2435.0"
"2015-08-06 00:00:00.0","2495.0"
"2015-08-07 00:00:00.0","2232.0"
"2015-08-08 00:00:00.0","2074.0"
"2015-08-09 00:00:00.0","2746.0"
"2015-08-10 00:00:00.0","2368.0"
"2015-08-11 00:00:00.0","1779.0"
"2015-08-12 00:00:00.0","1795.0"
"2015-08-13 00:00:00.0","1073.0"
"2015-08-14 00:00:00.0","706.0"
"2015-08-15 00:00:00.0","1220.0"
"2015-08-16 00:00:00.0","1235.0"
"2015-08-17 00:00:00.0","1884.0"
"2015-08-18 00:00:00.0","2267.0"
"2015-08-19 00:00:00.0","2503.0"
"2015-08-20 00:00:00.0","2578.0"
"2015-08-21 00:00:00.0","2467.0"
"2015-08-22 00:00:00.0","1325.0"
"2015-08-23 00:00:00.0","802.0"
"2015-08-24 00:00:00.0","2114.0"
"2015-08-25 00:00:00.0","1673.0"
"2015-08-26 00:00:00.0","1152.0"
"2015-08-27 00:00:00.0","1583.0"
"2015-08-28 00:00:00.0","1516.0"
"2015-08-29 00:00:00.0","2396.0"
"2015-08-30 00:00:00.0","2100.0"
"2015-08-31 00:00:00.0","776.0"
"2015-09-01 00:00:00.0","1352.0"
"2015-09-02 00:00:00.0","635.0"
"2015-09-03 00:00:00.0","918.0"
"2015-09-04 00:00:00.0","1983.0"
"2015-09-05 00:00:00.0","2226.0"
"2015-09-06 00:00:00.0","2145.0"
"2015-09-07 00:00:00.0","2129.0"
"2015-09-08 00:00:00.0","1939.0"
"2015-09-09 00:00:00.0","804.0"
"2015-09-10 00:00:00.0","1751.0"
"2015-09-11 00:00:00.0","1477.0"
"2015-09-12 00:00:00.0","1156.0"
"2015-09-13 00:00:00.0","1213.0"
"2015-09-14 00:00:00.0","1280.0"
"2015-09-15 00:00:00.0","310.0"
"2015-09-16 00:00:00.0","1158.0"
"2015-09-17 00:00:00.0","1421.0"
"2015-09-18 00:00:00.0","1372.0"
"2015-09-19 00:00:00.0","1982.0"
"2015-09-20 00:00:00.0","1974.0"
"2015-09-21 00:00:00.0","1931.0"
"2015-09-22 00:00:00.0","661.0"
"2015-09-23 00:00:00.0","1699.0"
"2015-09-24 00:00:00.0","1760.0"
"2015-09-25 00:00:00.0","1649.0"
"2015-09-26 00:00:00.0","1541.0"
"2015-09-27 00:00:00.0","1515.0"
"2015-09-28 00:00:00.0","1779.0"
"2015-09-29 00:00:00.0","1319.0"
"2015-09-30 00:00:00.0","1496.0"
"2015-10-01 00:00:00.0","1736.0"
"2015-10-02 00:00:00.0","1385.0"
"2015-10-03 00:00:00.0","741.0"
"2015-10-04 00:00:00.0","921.0"
